domain,name,city,state,clia_number,lab_type,test_volume
laboratorioclinicosenorial.com,LAB CLINICO EL SENORIAL INC,RIO PIEDRAS,PR,40D0671135,REFERENCE,11752
labcentrallevittown.com,LABORATORIO CLINICO LEVITTOWN,TOA BAJA,PR,40D0671732,REFERENCE,26669
laboratorioenhatorey.com,LABORATORIO CLINICO FERNANDO MONTILLA,SAN JUAN,PR,40D0672862,REFERENCE,124098
labgordo.com,LABORATORIO CLINICO GORDO,GUAYNABO,PR,40D0673285,REFERENCE,1652
laboratorioclinicocentraldelevittown.com,LABORATORIO CENTRAL DE LEVITTOWN CORP,TOA BAJA,PR,40D0673356,REFERENCE,77939
labclinicocastillo.com,LABORATORIO CLINICO CASTILLO,ANASCO,PR,40D0675943,REFERENCE,7600
laboratorioclinicorincon.com,LABORATORIO CLINICO CARIBE,RINCON,PR,40D0710605,REFERENCE,7500
laboratoriosanmartinlarespr.com,LABORATONO CLINICO SAN MARTIN,SAN JUAN,PR,40D0678283,REFERENCE,11226
laboratorioclinicolecord.com,LABORATORIO CLINICO LECORD,SAN JUAN,PR,40D0682041,REFERENCE,1250
labclinicorex.com,LABORATORIO CLINICO REX,BAYAMON,PR,40D0682233,REFERENCE,11423
laboratorioclinicoplatzer.com,LABORATORIO CLINICO PLATZER INC,HATO REY,PR,40D0691287,REFERENCE,73038
labdeltoa.com,LABORATORIO CLINICO DEL TOA,TOA ALTA,PR,40D2027375,REFERENCE,42172
camporicolab.com,LAB CLINICO CAMPO RICO,SAN JUAN,PR,40D0693615,REFERENCE,5292
laboratorioclinicoalmendros.com,LABORATORIO CLINICO ALMENDROS,BAYAMON,PR,40D0694053,REFERENCE,30231
lcscpr.com,LABORATORIO CLINICO SAN CRISTOBAL,LAS PIEDRAS,PR,40D1034702,REFERENCE,1777
laboratorioesmeralda.com,LABORATORIO CLINICO ESMERALDA,GUAYNABO,PR,40D0698114,REFERENCE,43285
laboratorioamericapr.com,LABORATORIO  CLINICO HNOS MIKASOBE,CANOVANAS,PR,40D0698569,REFERENCE,11566
laboratorioriogrande.com,LABORATORIO CLINICO RIO GRANDE,RIO GRANDE,PR,40D0701757,REFERENCE,9962
nrc.gov,"LABORATORIO CLINICO SERHANT,INC",PONCE,PR,40D0702776,REFERENCE,37186
labsantana.com.siteindices.com,LABORATORIO CLINICO SANTANA,GUANICA,PR,40D0705731,REFERENCE,16491
arecibo.pr,LABORATORIO CLINICO LING INC,ARECIBO,PR,40D0707568,REFERENCE,22976
laboratorioclinicoplazacentro.com,LABORATORIO CLINICO PLAZA CENTRO,CAGUAS,PR,40D0708034,REFERENCE,1140
labgenesispr.com,LABORATORIO CLINICO Y BACTERIOLOGICO GENESIS II,PATILLAS,PR,40D2009736,REFERENCE,44836
laboratoriojariselle.com,LABORATORIO CLINICO JARISELLE II,BAYAMON,PR,40D0722146,REFERENCE,11368
labclinicooriental.com,LABORATORIO CLINICO Y BACTERIOLOGICO ORIENTAL,HUMACAO,PR,40D0857190,REFERENCE,41978
labjardines.com,LABORATORIO JARDINES DE YABUCOA,YABUCOA,PR,40D0861099,REFERENCE,31266
labclinicoalejandrino.com,"LAB ALEJANDRINO, INC, CORPORATION",SAN JUAN,PR,40D0907839,REFERENCE,49168
labclinicogenesispr.com,LABORATORIO CLINICO GENESIS,SAN GERMAN,PR,40D0907873,REFERENCE,3300
laboratoriolosangelespr.com,LABORATORIO CLINICO LOS ANGELES,CAROLINA,PR,40D0909018,REFERENCE,6336
laprovidencialab.com,LABORATORIO CLINICO LA PROVIDENCIA,PONCE,PR,40D0909061,REFERENCE,10167
laboratoriomontellano.com,LABORATORIO CLINICO MONTELLANO,CAYEY,PR,40D0945814,REFERENCE,33150
pri.bizdirlib.com,LABORATORIO POLICLINICA BELLA VISTA,MAYAGUEZ,PR,40D2190383,REFERENCE,50300
laboratoriolamonserratepr.com,LABORATORIO CLINICO LA MONSERRATE,MAYAGUEZ,PR,40D2054127,REFERENCE,9200
lccpr.com,LABORATORIO CLINICO LOS COLOBOS,CAROLINA,PR,40D0955970,REFERENCE,5503
laboratoriola100.com,LABORATORIO CLINICO LA 100,CABO ROJO,PR,40D0966512,REFERENCE,32800
labceibeno.com,LABORATORIO CLINICO CEIBENO,CEIBA,PR,40D0970455,REFERENCE,67835
labclinicosunnyhills.com,LAB CLINICO SUNNY HILLS INC,BAYAMON,PR,40D0974756,REFERENCE,28012
prcorp.org,LAB CLINICO Y BACT TIERRA SANTA,VILLALBA,PR,40D0975943,REFERENCE,12000
labobymar.com,LABORATORIO CLINICO OBYMAR,MOCA,PR,40D0977871,REFERENCE,4659
laboratorioclinicocanterapr.com,LABORATORIO CLINICO CANTERA,MANATI,PR,40D0980866,REFERENCE,7440
masclinicallabs.com,MAS CLINICAL LABS,CABO ROJO,PR,40D0997912,REFERENCE,6210
labcliniplazaoasis.com,LABORATORIO CLINICO PLAZA OASIS,SANTA ISABEL,PR,40D1003142,REFERENCE,14404
laboratoriopaseos.com,LABORATORIO CLINICO PASEOS,SAN JUAN,PR,40D1006749,REFERENCE,6579
pr.near-place.com,LABORATORIO CLINICO SAN VICENTE,VEGA BAJA,PR,40D1012245,REFERENCE,20952
laboratoriogenesis.com,"LABORATORIO CLINICO Y  BACTERIOLOGICO GENESIS, INC",GUAYAMA,PR,40D1016877,REFERENCE,48500
policlinicafamiliarshalom.com,LABORATORIO CLINICO SHALOM,QUEBRADILLAS,PR,40D1020316,REFERENCE,8816
laboratorioemanuel.com,LABORATORIO CLINICO EMANUEL,DORADO,PR,40D1106035,REFERENCE,3500
labsantaana.com,LABORATORIO CLINICO SANTA ANA,BAYAMON,PR,40D1022655,REFERENCE,1800
labdmaes.com.cutestat.com,LABORATORIO CLINICO D MAES,PONCE,PR,40D1023907,REFERENCE,85700
infosaludpuertorico.com,CENTRO DIAGNOSTICO Y TRATAMIENTO DR CESAR,JUNCOS,PR,40D1031706,REFERENCE,64810
laboratoriolaslomas.com,LABORATORIO CLINICO LAS LOMAS,SAN GERMAN,PR,40D1032744,REFERENCE,4160
bcwpuertorico.com,BCW PUERTO RICO,CATANO,PR,40D1037837,REFERENCE,1627
laboratoriomontemar.com,LABORATORIO  CLINICO Y BACTERIOLOGICO MONTEMAR,BARCELONETA,PR,40D1046933,REFERENCE,32550
lablospinos.com,LABORATORIO CLINICO LOS PINOS,ARECIBO,PR,40D1059872,REFERENCE,24000
waze.com,LABORATORIO CLINICO CAIMITO,SAN JUAN,PR,40D2048021,REFERENCE,4514
laboratoriogladyan.com,LABORATORIO CLINICO Y BACTERIOLOGICO GLADYAN,YABUCOA,PR,40D1070598,REFERENCE,9305
laboratoriosmeditech.com,LABORATORIO CLINICO MEDITECH,RIO GRANDE,PR,40D1083892,REFERENCE,123032
labclinicoponceno.com,LABORATORIO CLINICO PONCENO,PONCE,PR,40D1088498,REFERENCE,55300
professionalhospital.net,PROFESSIONAL HOSPITAL GUAYNABO,GUAYNABO,PR,40D1092624,REFERENCE,214700
laboratoriofernandez.com,LABORATORIO CLINICO FERNANDEZ II,LARES,PR,40D1098403,REFERENCE,23800
laboratoriometropolis.com,LABORATORIO CLINICO METROPOLIS,CAROLINA,PR,40D1102872,REFERENCE,17690
atlanticpathology.com,ATLANTIC PATHOLOGY,MANATI,PR,40D1106521,REFERENCE,7100
laboratoriobarrazas2.com,LABORATORIO CLINICO BARRAZAS,CAROLINA,PR,40D2000937,REFERENCE,3400
biomaspr.com,LABORATORIO CLINICO BIO MAS,BAYAMON,PR,40D2003981,REFERENCE,17956
puerto-rico.worldplaces.me,LABORATORIO CLINICO LA MORENITA,BAYAMON,PR,40D2058420,REFERENCE,5997
labsclinicospr.com,LABORATORIO CLINICO PARQUE ESCORIAL,SAN JUAN,PR,40D2041973,REFERENCE,9674
labtrixymar.com,LABORATORIO CLINICO TRIXYMAR JARDINES DE ARROYO,ARROYO,PR,40D2167585,REFERENCE,8468
laboratorioclinico-medlab.com,LABORATORIO CLINICO MED-LAB,SAN SEBASTIAN,PR,40D2053249,REFERENCE,26780
labclinicoyenimaris.com,LABORATORIO CLINICO YENIMARIS,CAROLINA,PR,40D2053476,REFERENCE,8765
labplazacaparra.com,LABORATORIO CLINICO PLAZA CAPARRA,GUAYNABO,PR,40D2058614,REFERENCE,19471
prymed.org,"PRYMED MEDICAL CARE, INC",VEGA BAJA,PR,40D2086085,REFERENCE,32684
labprincipal.com,LABORATORIO CLINICO PRINCIPAL CAPARRA,GUAYNABO,PR,40D2089662,REFERENCE,79843
highprofilelab.com,"HIGH PROFILE LABORATORY PONCE, LLC",PONCE,PR,40D2281228,REFERENCE,19000
labplazapalacios.com,"LABORATORIO CLINICO PLAZA PALACIOS, INC",TOA ALTA,PR,40D2097128,REFERENCE,20632
centrossancristobal.com,CDT-CENTRO SAN CRISTOBAL,SANTA ISABEL,PR,40D2108889,REFERENCE,38576
labclinprofemanuel.com,LABORATORIO CLINICO PROFESIONAL EMANUEL-RIO CANAS,JUANA DIAZ,PR,40D2126789,REFERENCE,4600
santurcemedicalmall.com,SANTURCE MEDICAL MALL CLINICAL LAB,SANTURCE,PR,40D2133089,REFERENCE,9300
labclinicoebenezer.com,LABORATORIO CLINICO EBENEZER,GUAYANILLA,PR,40D2217990,REFERENCE,350
vivelopr.com,LABORATORIO CLINICO MARIE-E,BAYAMON,PR,40D2241409,REFERENCE,2500
laboratoriofajardo.com,LABORATORIO CLINICO BIRRIEL,FAJARDO,PR,40D2242391,REFERENCE,33500
laboratoriogaliza.com,LABORATORIO CLINICO GALIZA,TOA ALTA,PR,40D2245255,REFERENCE,35265
labsaludyvida.net,LABORATORIO CLINICO SALUD Y VIDA,VEGA BAJA,PR,40D2283331,REFERENCE,8928
prpathology.com,PUERTO RICO PATHOLOGY LABORATORY,SAN JUAN,PR,40D2288219,REFERENCE,44000
laboratorioclinicodeloeste.com,LABORATORIO CLINICO DEL OESTE,AGUADILLA,PR,40D2294364,REFERENCE,5750
concilioloiza.org,CLINICA FAMILIAR DE LUQUILLO,LUQUILLO,PR,40D2294367,REFERENCE,9500
cblaboratory.my.canva.site,"CB LABORATORY, LLC",SAN JUAN,PR,40D2298378,REFERENCE,5485
sagradafamilialaboratorio.com,LABORATORIO CLINICO SAGRADA FAMILIA II,JUANA DIAZ,PR,40D2314639,REFERENCE,202488
laboratorioclinicoresto.com,LABORATORIO CLINICO MOLECULAR RESTO,JUNCOS,PR,40D2315972,REFERENCE,4729
health.ri.gov,RHODE ISLAND STATE HEALTH LABORATORIES,PROVIDENCE,RI,41D0709206,REFERENCE,91788
brownderm.org,"BROWN DERMATOLOGY, INC",PROVIDENCE,RI,41D0902996,REFERENCE,18927
norwoodurgentcare.com,NORWOOD URGENT CARE,WALPOLE,MA,41D1053364,REFERENCE,51123
dph.sc.gov,SC DPH PUBLIC HEALTH LABORATORY,COLUMBIA,SC,42D0658606,REFERENCE,990451
achdonline.org,UPSTATE PUBLIC HEALTH REGION,ANDERSON,SC,42D0877753,REFERENCE,1636
pdpathology.com,PEE DEE PATHOLOGY-MYRTLE BEACH,MYRTLE BEACH,SC,42D2065056,REFERENCE,7568
polarisskindiagnostics.com,POLARIS SKIN DIAGNOSTICS,MYRTLE BEACH,SC,42D2179374,REFERENCE,15000
doh.sd.gov,SOUTH DAKOTA PUBLIC HEALTH LABORATORY,PIERRE,SD,43D0658941,REFERENCE,52552
scsadiagnostics.com,SCSA DIAGNOSTICS INC,BROOKINGS,SD,43D0975076,REFERENCE,1777
kidneybiopsy.com,"LABORATORY FOR KIDNEY PATHOLOGY, INC",NASHVILLE,TN,44D0308047,REFERENCE,14866
plpcpath.com,PATHOLOGISTS' LABORATORY PC,LEBANON,TN,44D0658995,REFERENCE,1500
tn.gov,KNOXVILLE REGIONAL LABORATORY,KNOXVILLE,TN,44D0659252,REFERENCE,121110
cns-llc.us,"CONSOLIDATED NUCLEAR SECURITY, LLC",OAK RIDGE,TN,44D0667228,REFERENCE,62479
jacksonclinic.com,"JACKSON CLINIC, PA - INNOVATION PARK, THE",JACKSON,TN,44D2025887,REFERENCE,377295
diagnosticpathologyservices.com,"DIAGNOSTIC PATHOLOGY SERVICES, PC",CHATTANOOGA,TN,44D2055320,REFERENCE,10476
easttnpathology.com,"EAST TENNESSEE PATHOLOGY, PLLC DBA EAST TENNESSEE",POWELL,TN,44D2281425,REFERENCE,12999
innovativepathologyservices.org,"INNOVATIVE PATHOLOGY SERVICES, PLLC",KNOXVILLE,TN,44D2292138,REFERENCE,16129
valleypediatricclinic.com,MISSION PEDIATRIC CENTER,MISSION,TX,45D0503810,REFERENCE,25700
clinicalpathologyassociates.com,CLINICAL PATHOLOGY ASSOCIATES,ABILENE,TX,45D0508312,REFERENCE,36998
dentistry.tamu.edu,TEXAS A&M ORAL PATHOLOGY SERVICES,DALLAS,TX,45D0659611,REFERENCE,5000
txpathology.com,PATHOLOGY ASSOCS OF NORTH TEXAS PA,WICHITA FALLS,TX,45D0659922,REFERENCE,19000
sa.gov,SAN ANTONIO METROPOLITAN HLTH DIST LAB,SAN ANTONIO,TX,45D0660409,REFERENCE,78928
corpuschristitx.gov,CORPUS CHRISTI NUECES COUNTY PUBLIC HEALTH LAB,CORPUS CHRISTI,TX,45D0660522,REFERENCE,5100
ci.lubbock.tx.us,CITY OF LUBBOCK HEALTH DEPT LABORATORY,LUBBOCK,TX,45D0660728,REFERENCE,143505
spdallas.com,SURGICAL PATHOLOGISTS OF DALLAS,DALLAS,TX,45D0683439,REFERENCE,5699
sjdermpath.com,ST JOSEPH DERMATOPATHOLOGY,HOUSTON,TX,45D0858722,REFERENCE,17000
cityoflaredo.com,CITY OF LAREDO HEALTH DEPARTMENT,LAREDO,TX,45D0892806,REFERENCE,45182
abilenetx.gov,ABILENE-TAYLOR COUNTY PUBLIC HEALTH,ABILENE,TX,45D0900079,REFERENCE,52
propath.com,"PROPATH ASSOCIATES, PLLC",FORT WORTH,TX,45D2134889,REFERENCE,21296
mcallencc.com,ALL CHILDREN'S PEDIATRIC CLINIC P A,MCALLEN,TX,45D0994691,REFERENCE,32400
westlakedermatology.com,WESTLAKE DERMATOLOGY AND COSMETIC SURGERY,AUSTIN,TX,45D1037562,REFERENCE,860
dermsurgery.org,DERMSURGERY DERMATOPATHOLOGY,BELLAIRE,TX,45D2319628,REFERENCE,1200
qmedlaboratory.com,Q MED LABORATORY LLC,EL PASO,TX,45D1081814,REFERENCE,763800
thinkoculus.com,OCULUS PATHOLOGY WESTOVER HILLS,SAN ANTONIO,TX,45D2308917,REFERENCE,420
precisepathology.com,"PRECISE PATHOLOGY ASSOCIATES, PLLC",THE WOODLANDS,TX,45D2012057,REFERENCE,1650
corinthianreferencelab.com,CORINTHIAN REFERENCE LAB,BENBROOK,TX,45D2020658,REFERENCE,10000
pbmlabs.com,"PATHOLOGIST BIO-MEDICAL LABORATORIES, PLLC",DALLAS,TX,45D2023046,REFERENCE,29496
prismpathology.com,PRISM PATHOLOGY LLC,DALLAS,TX,45D2027814,REFERENCE,2800
dallasfertility.com,DALLAS FERTILITY CENTER- SOUTHLAKE,SOUTHLAKE,TX,45D2064554,REFERENCE,650
sanantonio.gov,SAN ANTONIO METROPLITAN HEALTH DISTRICT LRN LAB,SAN ANTONIO,TX,45D2071722,REFERENCE,328
resolutehealth.com,OCULUS PATHOLOGY RESOLUTE HOSPITAL,NEW BRAUNFELS,TX,45D2080242,REFERENCE,1258
adgpath.com,ADG HOUSTON PATH PLLC,HOUSTON,TX,45D2080454,REFERENCE,15040
statlabstx.com,STAT LABORATORY,EL PASO,TX,45D2108488,REFERENCE,4831
gastrosouthtexas.com,TEXAS DIGESTIVE SPECIALISTS,HARLINGEN,TX,45D2119427,REFERENCE,82000
stdavids.com,OCULUS PATHOLOGY ST DAVID'S ROUND ROCK HOSPITAL,ROUND ROCK,TX,45D2157578,REFERENCE,1000
expertpathologyconsultationservices.com,EXPERT PATHOLOGY CONSULTATION SERVICES,CARROLLTON,TX,45D2177874,REFERENCE,79000
immunogeno.com,IMMUNOGENOMICS LLC,SUGAR LAND,TX,45D2187903,REFERENCE,41700
vitalogyskincare.com,"VITALOGY SKINCARE, DBA LAKEWAY, TX",LAKEWAY,TX,45D2245266,REFERENCE,21683
heristar.com,HERISTAR HEALTH LLC,MISSOURI CITY,TX,45D2270409,REFERENCE,46800
concordlifesciences.com,"CONCORD LIFE SCIENCES, LLC",AUSTIN,TX,45D2276348,REFERENCE,600
triasdx.com,TRIAS PATHOLOGY DIAGNOSTICS,HOUSTON,TX,45D2278079,REFERENCE,4000
precisionlabllc.com,"PRECISION LABORATORY SERVICES, LLC",SPRING,TX,45D2278987,REFERENCE,10000
sozodx.com,"SOZO DX, LLC",ROCKWALL,TX,45D2284894,REFERENCE,2000
callondoc.com,CALLONDOC,DALLAS,TX,45D2287784,REFERENCE,18720
abdalabs.com,ABDA LABS LLC,AUSTIN,TX,45D2301956,REFERENCE,360
cedarsdiagnostics.com,CEDAR DIAGNOSTICS,CEDAR PARK,TX,45D2303412,REFERENCE,1000
lakegranburymedicalcenter.com,OCULUS PATHOLOGY LAKE GRANBURY MEDICAL,GRANBURY,TX,45D2308658,REFERENCE,500
labworxllc.com,"LABWORX MIDWEST, LLC",TYLER,TX,45D2323478,REFERENCE,4000
biogenix-diagnostics.com,"BIOGENIX DIAGNOSTICS, LLC",SPRING,TX,45D2320018,REFERENCE,25000
southtexaslabs.com,"LABWORX SOUTH, LLC",TYLER,TX,45D2323477,REFERENCE,4000
merchantcircle.com,SKIN PATHOLOGY CONSULTANTS OF UTAH PC,MURRAY,UT,46D0523887,REFERENCE,2411
uphl.utah.gov,UTAH PUBLIC HEALTH LABORATORY,TAYLORSVILLE,UT,46D0660877,REFERENCE,470075
utahpathology.com,"PATHOLOGY SERVICES, PC",MURRAY,UT,46D2197346,REFERENCE,20000
clinicalconsultants.org,CLINICAL CONSULTANTS LLC,WEST JORDAN,UT,46D2173983,REFERENCE,101790
softcelllaboratories.com,SOFTCELL L-FORM LABORATORIES LLC,ST GEORGE,UT,46D2181769,REFERENCE,5000
rockylabs.com,ROCKY MOUNTAIN LABORATORIES,DRAPER,UT,46D2257034,REFERENCE,2277144
aboplasma.com,ABO PLASMA- WEST VALLEY CITY,WEST VALLEY CITY,UT,46D2297305,REFERENCE,50000
vasectomyverify.com,VASECTOMY VERIFY LLC,COALVILLE,UT,46D2297883,REFERENCE,3500
healthvermont.gov,VERMONT DEPT OF HEALTH LABORATORY,COLCHESTER,VT,47D0660967,REFERENCE,48900
vermontdermatopathology.com,"VERMONT DERMATOPATHOLOGY, LLC",SOUTH BURLINGTON,VT,47D0986255,REFERENCE,4985
stcroixlab.com,CLINICAL LABORATORY INC,ST CROIX,VI,48D0699866,REFERENCE,72088
doh.vi.gov,US VI TERRITORIAL PUBLIC HEALTH LABORATORY,CHRISTIANSTED,VI,48D2179122,REFERENCE,5000
calculilab.com,CALCULI REFERENCE LABORATORY INC,MECHANICSVILLE,VA,49D0933730,REFERENCE,3000
arlingtonva.us,ARLINGTON COUNTY FIRE DEPARTMENT,ARLINGTON,VA,49D2140324,REFERENCE,900
fairfaxcounty.gov,BURKHOLDER PUBLIC HEALTH LABORATORY,FAIRFAX,VA,49D2210189,REFERENCE,9500
vericarelabs.com,VERICARE LABORATORIES,RICHMOND,VA,49D2316990,REFERENCE,136800
vmfh.org,VIRGINIA MASON FRANCISCAN HEALTH,BREMERTON,WA,50D2318379,REFERENCE,165650
testmenu.com,MULTICARE TOXICOLOGY LABORATORY,TUKWILA,WA,50D2325997,REFERENCE,8000
euc.vmfh.org,VIRGINIA MASON FRANCISCAN HEALTH EMERGENCY &,PORT ORCHARD,WA,50D2333889,REFERENCE,162230
incytediagnostics.com,INCYTE PATHOLOGY - RICHLAND BRANCH,RICHLAND,WA,50D2335136,REFERENCE,4000
incdx.com,INCYTE PATHOLOGY - TUKWILA BRANCH,TUKWILA,WA,50D2335140,REFERENCE,4000
swisherlab.org,SWISHER LAB FOR GYNECOLOGIC CANCER RESEARCH,SEATTLE,WA,50D2336332,REFERENCE,500
bcdctesting.com,BELMAR CARDIOPULMONARY DIAGNOSTICS CENTER,BELLEVUE,WA,50D2338427,REFERENCE,250
womenshealthwv.org,WOMEN'S HEALTH CENTER OF WEST VIRGINIA,CHARLESTON,WV,51D0234323,REFERENCE,482
uhswv.com,ST MARY'S MEDICAL CENTER HIMG,HUNTINGTON,WV,51D0235176,REFERENCE,1104256
froedtert.com,FROEDTERT & THE MEDICAL COLLEGE CP MEQUON,MEQUON,WI,52D2135321,REFERENCE,716320
city.milwaukee.gov,CITY OF MILWAUKEE STD CLINIC LABORATORY,MILWAUKEE,WI,52D0860363,REFERENCE,15716
coppelabs.com,COPPE LABORATORIES,WAUKESHA,WI,52D0921062,REFERENCE,222
uwlax.edu,MICROBIOLOGY RESEARCH LABORATORY,LA CROSSE,WI,52D1019319,REFERENCE,13885
health.wyo.gov,WYOMING PUBLIC HEALTH LABORATORY,CHEYENNE,WY,53D0662169,REFERENCE,39792
dhawy.com,DIGESTIVE HEALTH ASSOCIATES PATHOLOGY LABORATORY,CHEYENNE,WY,53D2112143,REFERENCE,3261
doh.as,AMERICAN SAMOA DEPT OF HEALTH CLINICAL LAB,PAGO PAGO,AS,64D1048456,REFERENCE,3155
dphss.guam.gov,GUAM DEPT PUBLIC HLTH & SOC SVCS CENTRAL LAB,TAMUNING,GU,65D0662216,REFERENCE,24507
jilab.fi,JILAB INC,nan,FN,99D2280565,REFERENCE,600
