Lab ID,Tier,Score,Cohort,Sources,Primary reason,All signals,Facility name,DBA / Alt name,Website (verified),Domain registered,Domain age (days),Address,Address line 2,City,State,ZIP,Phone,Fax,CLIA #,CLIA facility type,CLIA cert type,Accreditations,CLIA original part. date,Days since CLIA launch,Annual test volume,CLIA CHOW count,NPI,NPPES org name,NPI taxonomy,NPI enumeration date,Days since NPI,Medicare type,Medicare ENRLMT ID,Contact first,Contact last,Contact title,Contact phone
C33D2337802,S,95,A_fresh_le_6mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-2_ORGNL_LE_6MO, Q-COMPLIANCE, N-1_NPI_LAB_TAX_MATCH, A-1_REAL_MEDICAL, S-2_SUBSIDIARY_UNKNOWN_AGE",WESTERN NEW YORK DIAGNOSTICS LLC,,,,,108 FARBER HALL,,BUFFALO,NY,14214,(716) 986-2771,,33D2337802,Independent / Reference Lab,Compliance,,2026-01-29,103,1,0,1104777010,WESTERN NEW YORK DIAGNOSTICS LLC,291U00000X,2026-02-05,96,,,BING,SU,LAB DITECTOR,7169862771
C03D2333891,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",YUMA ADVANCED LAB,,,,,2415 S AVE A,,YUMA,AZ,85364,(928) 344-8400,(928) 844-0412,03D2333891,Independent / Reference Lab,Registration,,2025-11-12,181,12500,0,1346107950,YUMA ADVANCED LAB LLC,291U00000X,2026-01-06,126,,,RAMI,OSMAN,MANAGER,9283448400
C50D2333715,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",UW MEDICINE CENTRAL LABORATORY,,https://dlmp.uw.edu/,,,1601 LIND AVE SW,,RENTON,WA,98057,(206) 744-9789,(206) 744-9858,50D2333715,Independent / Reference Lab,Accreditation,,2025-11-10,183,0,0,,,,,,,,,,,
C05D2333353,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",FULGENT THERAPEUTICS LLC,,,,,28338 OLD SPRINGS RD,,CASTAIC,CA,91384,(858) 245-8577,9727670225,05D2333353,Independent / Reference Lab,Registration,,2025-11-04,189,4700,0,1205798873,"FULGENT THERAPEUTICS, LLC.",291U00000X,2025-12-02,161,,,JIAN,XIE,PRESIDENT,6263500537
C05D2332811,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",CIRCULAR GENOMICS,,https://www.circulargenomics.com/,2021-02-16,1911,10935 ALEXANDRIA WAY STE 201,,SAN DIEGO,CA,92121,(505) 542-4060,,05D2332811,Independent / Reference Lab,Accreditation,CAP,2025-10-24,200,0,0,,,,,,,,,,,
C45D2332683,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",IRVING DX LABORATORIES LLC,,,,,3317 FINLEY RD STE 222,,IRVING,TX,75062,(224) 470-9009,,45D2332683,Independent / Reference Lab,Registration,,2025-10-22,202,2000,0,1386504058,IRVING DX LABORATORIES LLC,291U00000X,2025-11-14,179,,,MUJEEB AHMED,MOHAMMED,OWNER,2244709009
C10D2331990,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",PREMIER DERMATOLOGY LABORATORY LLC,,,,,3355 CLARK RD SUITE 102,,SARASOTA,FL,34231,(941) 312-2730,(941) 870-8941,10D2331990,Independent / Reference Lab,Accreditation,CAP,2025-10-13,211,0,0,,,,,,,,,,,
C45D2331083,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",MBIDX,,,,,1720 REGAL ROW,,DALLAS,TX,75235,(619) 995-1200,(619) 837-2788,45D2331083,Physician Office Lab,Registration,,2025-09-25,229,0,0,1124999800,MBIDX,291U00000X,2025-09-15,239,,,MATTHEW,MCCORMICK,OWNER,6199951200
C10D2330906,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",KRJS LLC DBA AION DIAGNOSTICS,,,,,"4950 COMMUNICATION AVE, STE 250",,BOCA RATON,FL,33433,(561) 319-7907,(561) 922-1925,10D2330906,Independent / Reference Lab,Registration,,2025-09-24,230,0,0,1548152093,KRJS LLC,291U00000X,2025-07-18,298,,,JUSTIN,MODIST,MANAGING PARTNER,5613197907
C34D2330145,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",NEXT GEN KARYO INC.,,https://www.nextgenkaryo.com/,2025-07-18,298,"133 SOUTHCENTER CT, SUITE 400, RM #401",,MORRISVILLE,NC,27560,(347) 261-2655,,34D2330145,Independent / Reference Lab,Accreditation,CAP,2025-09-11,243,0,0,,,,,,,,,,,
C11D2329973,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",AK CARE INC,,,,,"5960 CROOKED CREEK ROAD, SUITE 1405",,PEACHTREE CORNERS,GA,30092,(678) 360-0873,,11D2329973,Independent / Reference Lab,Registration,,2025-09-09,245,0,0,1174405633,AK CARE INC,291U00000X,2025-07-24,292,,,SAIKUMAR,SUNKU BALRAJ,PRESIDENT,5152170962
C45D2329792,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",TRUEMARK LABS LLC,,,,,301 DALLAS DRIVE SUITE 128,,DENTON,TX,76205,(773) 357-6266,,45D2329792,Independent / Reference Lab,Registration,,2025-09-05,249,0,0,1881575827,TRUEMARK LABS LLC,291U00000X,2025-09-08,246,,,VAISHNAVI,MANTHENA,OWNER/PRESIDENT,9453724747
C06D2329507,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",ELEGANT HEALTH RESOURCES LLC,,https://eleganthealthresourcesllc.com/,2025-08-27,258,838 SHERMAN ST,,DENVER,CO,80209,(303) 228-6119,9709650045,06D2329507,Independent / Reference Lab,Registration,,2025-08-29,256,5000,0,1932088358,ELEGANT HEALTH RESOURCES LLC,291U00000X,2025-08-29,256,,,RUBEN,CONTRERAS,OWNER,3032286119
C45D2329521,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",GENESEQ LABORATORY LLC,,,,,2727 LBJ FREEWAY SUITE 766,,DALLAS,TX,75234,(682) 449-4259,,45D2329521,Independent / Reference Lab,Registration,,2025-08-29,256,2700,0,1548133598,GENESEQ LABORATORY LLC,291U00000X,2025-09-25,229,,,VIKRAM,NAGAMPETA,OWNER/AUTHORIZED OFFICIAL,6824494259
C45D2329393,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",EDGEHEALTH LABORATORIES LLC,,https://www.edgehealthlab.com/,2025-09-02,252,"7066 LAKEVIEW HAVEN DR, STE 100",,HOUSTON,TX,77095,(214) 603-4872,,45D2329393,Independent / Reference Lab,Registration,,2025-08-27,258,2000,0,1720970445,EDGEHEALTH LABORATORIES LLC,291U00000X,2025-07-17,299,,,ASHOK,CHITTIBOMMA,OWNER,2146034872
C10D2328250,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",SAN JUAN DIAGNOSTICS LLC,,,,,6316 SAN JUAN AVE STE 27,,JACKSONVILLE,FL,32210,(904) 586-6973,(904) 929-1290,10D2328250,Independent / Reference Lab,Registration,,2025-08-06,279,500,0,1508754326,SAN JUAN DIAGNOSTICS LLC,291U00000X,2025-06-27,319,,,SALIDER,KUMAR,OWNER,4709454266
C45D2328026,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",CORNERSTONE ADDISON,,,,,4007 LINDBERGH DR,,ADDISON,TX,75001,(914) 643-6335,,45D2328026,Independent / Reference Lab,Registration,,2025-08-04,281,0,0,1417831934,CORNERSTONE ADDISON LLC,291U00000X,2025-08-05,280,,,AMY,GRUSZECKI,LABORATORY DIRECTOR,9727551034
C05D2327928,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",Q DIAGNOSTICS INC,,https://www.qdiagnosticslab.com/,2025-10-15,209,3700 SOUTH SUSAN #120,,SANTA ANA,CA,92704,(949) 468-8447,,05D2327928,Independent / Reference Lab,Registration,,2025-07-31,285,30000,0,1730069972,Q DIAGNOSTICS INC,291U00000X,2025-09-08,246,,,JOSEPH,HINSHAW,CEO,9494688447
C24D2327268,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",PRECISION LAB LLC,,https://precisionlab.tech/contact/,,,"1400 ENERGY PARK DR, SUITE 24",,SAINT PAUL,MN,55108,(651) 829-0823,,24D2327268,Physician Office Lab,Registration,,2025-07-21,295,0,0,1598657447,PRECISION LAB LLC,291U00000X,2025-07-16,300,,,KOWSAR,AHMED,CEO/OWNER,6518290823
C45D2327304,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",GENETIC DX SOLUTIONS,,,,,1329 W WALNUT HILL SUITE 116,,IRVING,TX,75038,(214) 396-6287,(210) 610-2857,45D2327304,Independent / Reference Lab,Registration,,2025-07-21,295,0,0,1699650929,GENETIC DX SOLUTIONS,291U00000X,2025-08-06,279,,,SHERI,LUIZ,AUTHORIZED OFFICIAL,2138467922
C45D2327195,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",SUGARLAND CLINICAL DX LLC,,,,,77 SUGAR CREEK CENTER BLVD STE 60,,SUGAR LAND,TX,77478,(954) 709-9572,,45D2327195,Independent / Reference Lab,Registration,,2025-07-17,299,1000,0,1902777428,SUGARLAND CLINICAL DX LLC,291U00000X,2025-09-16,238,,,NASIR,KHAN,OWNER,9547099572
C21D2326604,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",EPOCH EPIGENETICS INC,,,,,101 W DICKMAN ST #100,,BALTIMORE,MD,21230,(410) 984-0253,,21D2326604,Independent / Reference Lab,Registration,,2025-07-08,308,0,0,1306728415,EPOCH EPIGENETICS INC.,291U00000X,2025-07-22,294,,,NASER,UDDIN,MEDICAL DIRECTOR,4438755198
C05D2326496,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE","CROWN BIOSCIENCE, INC",,https://www.crownbio.com/contact-us,2006-06-01,7285,16550 W BERNARDO DR BLDG 5 STE 525,,SAN DIEGO,CA,92127,(858) 622-2900,,05D2326496,Independent / Reference Lab,Accreditation,CAP,2025-07-03,313,0,0,,,,,,,,,,,
C05D2325842,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",HOLISTIC WELLNESS PC,DBA GAMEDAY MEN'S HEALTH ROCKLIN,,,,3736 ATHERTON RD STE 150,,ROCKLIN,CA,95765,(916) 259-6282,,05D2325842,Physician Office Lab,Accreditation,COLA,2025-06-20,326,0,0,,,,,,,,,,,
C05D2325661,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",HUFFMAN MD PC,DBA GAMEDAY MEN'S HEALTH FAIRFIELD,,,,2480 HILBORN RD STE 255,,FAIRFIELD,CA,94534,(707) 914-3498,,05D2325661,Physician Office Lab,Accreditation,COLA,2025-06-17,329,0,0,,,,,,,,,,,
C06D2325288,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",VENTURE DX LLC,,,,,"915 PINON RANCH VIEW, SUITE 3",,COLORADO SPRINGS,CO,80907,(951) 403-3424,7203580164,06D2325288,Independent / Reference Lab,Registration,,2025-06-10,336,300,0,1063376655,VENTURE DX LLC,291U00000X,2025-12-10,153,,,SYED,WAJAHAT,OWNER,7193095362
C45D2325266,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH","ETA LABS, LLC",,https://www.etalabservices.com/contact/,2025-07-29,287,"396 W GREENS ROAD, SUITE 250",,HOUSTON,TX,77067,(832) 932-6279,,45D2325266,Independent / Reference Lab,Registration,,2025-06-10,336,0,0,1235024985,ETA LABS,291U00000X,2025-06-12,334,,,KEVIN,FULTON,EVP/CHIEF LEGAL COUNSEL,8329326279
C37D2325315,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",SUREPATH MANAGEMENT LLC,,,,,"2801 PARKLAWN DR, STE 102",,MIDWEST CITY,OK,73110,(405) 237-8746,(405) 310-7306,37D2325315,Independent / Reference Lab,Registration,,2025-06-10,336,15000,0,1295618171,SUREPATH MANAGEMENT LLC,291U00000X,2025-07-29,287,,,MISBAH,KISHWAR,OWNER,4052378746
C18D2325153,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH","APPALACHIAN WELLNESS LABORATORY SERVICES, LLC",,https://appalachianwellness.org/,2019-12-11,2344,"592 KY 15 SOUTH, STE 3",,CAMPTON,KY,41301,(606) 668-7393,(866) 718-4137,18D2325153,Independent / Reference Lab,Registration,,2025-06-09,337,62400,0,1073488896,APPALACHIAN WELLNESS LABORATORY SERVICES,291U00000X,2025-10-09,215,,,SHERI,ROSE HAAS,OWNER,6066687393
C45D2324870,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",I-MAZE CLINICAL DX LLC,,,,,3317 FINLEY RD STE 219,,IRVING,TX,75062,(954) 709-9572,,45D2324870,Independent / Reference Lab,Registration,,2025-06-03,343,1000,0,1770479354,I-MAZE CLINICAL DX LLC,291U00000X,2025-06-17,329,,,NASIR,KHAN,OWNER,9412534001
C10D2324827,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",SHORE LABS LLC,,https://shorelabsllc.com/contact-us,2025-08-28,257,4253 UNIVERSITY BLVD S STE 302,,JACKSONVILLE,FL,32216,(904) 586-6973,(904) 758-5420,10D2324827,Independent / Reference Lab,Registration,,2025-06-02,344,194800,0,1457246886,SHORE LABS LLC,291U00000X,2025-06-09,337,,,KEVIN,WILLIAMS,PRESIDENT,3058467605
C05D2324751,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE","CPG DIAGNOSTICS, INC",,,,,11421 W BERNARDO CT STE 200,,SAN DIEGO,CA,92127,(858) 337-7369,,05D2324751,Independent / Reference Lab,Accreditation,CAP,2025-05-30,347,0,0,,,,,,,,,,,
C31D2324713,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",MARTINEZ CONSULTING SERVICES LLC,DBA GAMEDAY MEN'S HEALTH HOLMDEL,,,,100 COMMONS WAY,,HOLMDEL,NJ,07733,(610) 842-5465,,31D2324713,Physician Office Lab,Accreditation,COLA,2025-05-30,347,0,0,,,,,,,,,,,
C45D2324646,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE","COMMUNITY HEALTH PATHOLOGY SOLUTIONS, PLLC",,,,,4006 BELT LINE RD STE 175,,ADDISON,TX,75001,(346) 544-2720,(888) 548-2767,45D2324646,Physician Office Lab,Accreditation,COLA,2025-05-29,348,0,0,,,,,,,,,,,
C45D2324675,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",CLINICAL DIAGNOSTICS LABORATORY LLC,,,,,"570 EDMONDS LANE, SUITE 108A",,LEWISVILLE,TX,75067,(319) 594-4108,,45D2324675,Independent / Reference Lab,Registration,,2025-05-29,348,0,0,1912895491,CLINICAL DIAGNOSTICS LABORATORY LLC,291U00000X,2025-06-25,321,,,ANUP,TILAK,OWNER,3195944108
C45D2324026,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",WELLNESS FOR MEN PLLC DBA GAMEDAY MEN'S HEALTH,CIBOLO,https://gamedaymenshealth.com/cibolo-tx,2017-09-07,3169,173311 I 35 N SUITE 103,,SCHERTZ,TX,78154,(210) 682-9969,,45D2324026,Physician Office Lab,Accreditation,COLA,2025-05-16,361,0,0,,,,,,,,,,,
C01D2340785,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE","MEDESSIA HEALTH, LLC",,,,,2106 EXECUTIVE PARK DRIVE,,OPELIKA,AL,36801,(334) 663-2904,(256) 829-7323,01D2340785,Independent / Reference Lab,PPM,,2026-03-23,50,0,0,,,,,,,,,,,
C42D2340772,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",NOVANT HEALTH MATERNAL FETAL MEDICINE-,DAYFIELD PARK,https://www.novanthealth.org/locations/clinics/east-cooper-maternal-fetal-medicine-specialists-mount-pleasant/,1997-06-02,10571,"406 BRIGHTON PARK BLVD, SUITE 101",,SUMMERVILLE,SC,29486,(843) 883-1007,(843) 883-1016,42D2340772,Physician Office Lab,PPM,,2026-03-23,50,0,0,,,,,,,,,,,
C16D2340554,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",WCHC SPECIALTY CLINIC,,https://www.wchc.org/,1999-03-24,9911,400 E POLK ST,,WASHINGTON,IA,52353,(319) 863-3955,(319) 863-3987,16D2340554,Physician Office Lab,PPM,,2026-03-18,55,0,0,,,,,,,,,,,
